"mun","uf","total","agropecuaria","industria","servicos","adm","s_agropecuaria","s_industria","s_servicos","s_adm"
"Horizontina ","RS",924068,51698,434710,342983,94677,0.0559460992048204,0.470430747520745,0.371166407666968,0.102456745607466
"Hulha Negra ","RS",133853,44399,35930,22649,30875,0.331699700417622,0.268428798756845,0.16920801177411,0.230663489051422
"Humaitá ","RS",122485,44762,6758,47439,23526,0.365448830469037,0.0551741029513818,0.387304567906274,0.192072498673307
"Ibarama ","RS",69987,29518,4644,14387,21437,0.421764041893494,0.0663551802477603,0.205566748110363,0.306299741380542
"Ibiaçá ","RS",164598,67347,10684,63210,23357,0.409160500127584,0.0649096586835806,0.384026537381985,0.141903303806851
"Ibiraiaras ","RS",226848,77079,11506,105753,32509,0.339782585696149,0.0507211877556778,0.466184405416843,0.143307412893215
"Ibirapuitã ","RS",95656,48455,2871,23485,20846,0.506554737810488,0.0300137994480221,0.245515179392824,0.217926737475956
"Ibirubá ","RS",779456,159801,85624,445937,88095,0.205016062484605,0.109850972986288,0.572113114787749,0.113021132687413
"Igrejinha ","RS",1284465,3389,664552,475718,140806,0.00263845258531762,0.517376495272351,0.370362758035447,0.109622294106885
"Ijuí ","RS",2568136,168644,437374,1541553,420566,0.0656678618266322,0.170307958768539,0.600261434752677,0.16376313403963
"Ilópolis ","RS",102611,43971,9307,30234,19099,0.428521308631628,0.0907017766126439,0.294646772763154,0.186130141992574
"Imbé ","RS",391395,1557,40219,234443,115176,0.00397807841183459,0.102758083266266,0.598993344319677,0.294270494002223
"Imigrante ","RS",147963,18866,72258,39075,17763,0.127504849185269,0.488351817684151,0.264086291843231,0.120050282840981
"Independência ","RS",194385,75522,12443,76059,30362,0.388517632533375,0.0640121408544898,0.391280191372791,0.156195179669213
"Inhacorá ","RS",49005,21294,1445,12939,13327,0.434527089072544,0.0294867870625446,0.2640342822161,0.271951841648811
"Ipê ","RS",193107,101968,13414,48097,29628,0.528038859285267,0.0694640794999663,0.249069168906358,0.153427892308409
"Ipiranga do Sul ","RS",78217,40629,5696,19320,12572,0.519439508035338,0.0728230435838756,0.247005126762724,0.160732321618063
"Iraí ","RS",134721,37369,10288,56490,30574,0.277380660773005,0.076365228880427,0.419311020553589,0.22694308979298
"Itaara ","RS",78040,12517,13477,27950,24096,0.160392106611994,0.172693490517683,0.358149666837519,0.308764736032804
"Itacurubi ","RS",78913,44300,2291,13305,19017,0.561377719767339,0.0290319719184418,0.168603398679559,0.240986909634661
"Itapuca ","RS",44733,25828,1418,5245,12242,0.5773813515749,0.0316991929895156,0.117251246283504,0.27366820915208
"Itaqui ","RS",1084702,352350,185965,368578,177809,0.324835761342747,0.171443401044711,0.339796552417162,0.163924285195381
"Itati ","RS",64759,36615,4580,9961,13603,0.565404036504578,0.0707237604039593,0.15381645794407,0.210055745147393
"Itatiba do Sul ","RS",54056,18690,2515,14428,18423,0.345752552908095,0.0465258250702975,0.266908391297913,0.340813230723694
"Ivorá ","RS",46304,19091,1566,14053,11594,0.412296993780235,0.0338199723565999,0.303494298548722,0.250388735314444
"Ivoti ","RS",757065,6843,249231,403482,97509,0.00903885399536367,0.329206871272612,0.532955558637633,0.128798716094391
"Jaboticaba ","RS",82935,36333,2928,24473,19201,0.438090070537168,0.0353047567372038,0.295086513534696,0.231518659190933
"Jacuizinho ","RS",84325,52526,2894,13698,15207,0.622899495997628,0.0343195967981026,0.162442929143196,0.180337978061073
"Jacutinga ","RS",117508,41445,20870,36718,18475,0.352699390679784,0.177604929026109,0.312472342308609,0.157223337985499
"Jaguarão ","RS",567832,170000,31607,252721,113505,0.29938432494118,0.0556625903436228,0.445062976373294,0.199891869426168
"Jaguari ","RS",211535,64085,16746,84075,46629,0.302952230127402,0.0791642045051646,0.397451958304772,0.220431607062661
"Jaquirana ","RS",59325,20643,3798,15377,19508,0.347964601769912,0.0640202275600506,0.259199325747998,0.328832701222082
"Jari ","RS",162462,116347,5605,20938,19572,0.716149007152442,0.0345003754724182,0.128879368713915,0.120471248661225
"Jóia ","RS",357517,213903,12190,90119,41306,0.598301619223701,0.0340962807363007,0.252069132376922,0.115535764732866
"Júlio de Castilhos ","RS",881711,264398,49028,478197,90088,0.299869231528245,0.0556055215371023,0.542351178560776,0.102174068373878
"Lagoa Bonita do Sul ","RS",52488,28838,2083,7366,14202,0.549420819996952,0.0396852613930803,0.14033683889651,0.270576131687243
"Lagoão ","RS",87683,42945,3048,13316,28374,0.489775669171903,0.0347615843436014,0.151865241837072,0.323597504647423
"Lagoa dos Três Cantos ","RS",68964,36502,2453,19070,10939,0.529290644394177,0.0355692825242155,0.276521083463836,0.158618989617772
"Lagoa Vermelha ","RS",829652,163740,176877,379601,109433,0.197359856903858,0.21319420672764,0.45754243948065,0.13190229156321
"Lajeado ","RS",2798718,11952,731422,1726684,328660,0.00427052671973382,0.261341800067031,0.616955334549604,0.117432338663631
"Lajeado do Bugre ","RS",38846,18057,1206,6159,13424,0.464835504299027,0.0310456675075941,0.158549142768882,0.345569685424497
"Lavras do Sul ","RS",213737,110686,6430,55412,41209,0.517860735389755,0.0300837009970197,0.259253194346323,0.192802369266903
"Liberato Salzano ","RS",109967,44975,4869,35840,24283,0.408986332263315,0.0442769194394682,0.325915956605163,0.220820791692053
"Lindolfo Collor ","RS",268284,4519,170954,66635,26176,0.0168440905905682,0.637212804341668,0.248374856495356,0.0975682485724083
"Linha Nova ","RS",46694,26465,3595,6907,9726,0.566775174540626,0.0769906197798432,0.147920503704973,0.208292285946803
"Machadinho ","RS",128742,44399,10092,47709,26542,0.344868030634913,0.0783893368131612,0.370578366034394,0.206164266517531
"Maçambará ","RS",202557,128170,12820,34372,27196,0.632760161337303,0.0632908267796225,0.169690506869671,0.134263441895368
"Mampituba ","RS",47221,20726,2444,8062,15989,0.438914889561847,0.0517566337011076,0.170729124753817,0.338599351983228
"Manoel Viana ","RS",203522,109066,9381,51177,33897,0.535892925580527,0.0460932970391407,0.25145684496025,0.166552018946355
"Maquiné ","RS",102611,25123,14753,32721,30014,0.244837298145423,0.14377600842015,0.318883940318289,0.292502753116138
"Maratá ","RS",84801,23062,28261,17898,15581,0.271954340161083,0.333262579450714,0.211058831853398,0.183736040848575
"Marau ","RS",1509054,168355,578867,589543,172290,0.111563270764333,0.383595948190058,0.390670579051512,0.114170864660907
"Marcelino Ramos ","RS",96936,26732,9818,38086,22301,0.275769579929025,0.101283320954032,0.392898407196501,0.230059008005282
"Mariana Pimentel ","RS",56060,20024,2442,13671,19923,0.357188726364609,0.04356047092401,0.243863717445594,0.355387085265787
"Mariano Moro ","RS",45726,19883,1704,10674,13465,0.434829200017496,0.0372654507282509,0.233433932554783,0.294471416699471
"Marques de Souza ","RS",72396,22487,6348,23254,20308,0.310611083485275,0.0876844024531742,0.321205591469142,0.280512735510249
"Mata ","RS",89299,28764,8323,28914,23297,0.322108870200114,0.0932037312847848,0.323788620253306,0.260887579928107
"Mato Castelhano ","RS",105457,61877,3663,25759,14158,0.586750998037115,0.0347345363513091,0.244260693932124,0.134253771679452
"Mato Leitão ","RS",119260,17060,46311,34207,21681,0.143048800939125,0.388319637766225,0.286827100452792,0.181796075800771
"Mato Queimado ","RS",43155,23784,1345,7641,10385,0.551129648939868,0.0311667245973815,0.177059436913452,0.240644189549299
"Maximiliano de Almeida ","RS",88675,30023,4930,31606,22116,0.338573442345644,0.0555962785452495,0.356425148012405,0.249405131096701
"Minas do Leão ","RS",144762,57647,10541,43095,33479,0.398219145908457,0.0728160705157431,0.29769552783189,0.231269255743911
"Miraguaí ","RS",117027,32517,33974,28474,22062,0.277858955625625,0.290309073974382,0.243311372589232,0.188520597810762
"Montauri ","RS",49110,26793,4195,8599,9523,0.545571166768479,0.085420484626349,0.175096721645286,0.193911626959886
"Monte Alegre dos Campos ","RS",55301,25379,1901,10110,17912,0.458924793403374,0.034375508580315,0.182817670566536,0.323900110305419
"Monte Belo do Sul ","RS",108836,21539,47137,25879,14282,0.197903267301261,0.433101179756698,0.237779778749678,0.131224962328641
"Montenegro ","RS",2372818,54449,963396,1073396,281578,0.0229469769699994,0.406013440558863,0.452371821184768,0.118668182726193
"Mormaço ","RS",77136,30502,3441,28537,14656,0.395431445758141,0.0446095208462974,0.369956959137108,0.190002074258453
"Morrinhos do Sul ","RS",49610,19735,2022,11765,16087,0.397802862326144,0.0407579117113485,0.237149768191897,0.324269300544245
"Morro Redondo ","RS",80404,13078,14934,23673,28719,0.162653599323417,0.185737028008557,0.294425650465151,0.357183722202875
"Morro Reuter ","RS",135099,19180,41693,47054,27172,0.141969962768044,0.308610722507198,0.348292733476932,0.201126581247826
"Mostardas ","RS",271334,112156,14736,85633,58809,0.413350335748561,0.054309448871133,0.315599961670856,0.21674025370945
"Muçum ","RS",205039,15393,94589,72661,22396,0.0750735225981399,0.461321992401446,0.354376484473685,0.109228000526729
"Muitos Capões ","RS",425236,316792,19850,69224,19370,0.744979258576414,0.0466799612450498,0.162789603890545,0.0455511762879907
"Muliterno ","RS",42986,21303,2348,7783,11552,0.49557995626483,0.0546224352114642,0.181058949425394,0.268738659098311
"Não-Me-Toque ","RS",845666,81656,268799,416263,78949,0.0965582156548803,0.317854803196534,0.492230975349606,0.0933571882989265
"Nicolau Vergueiro ","RS",75175,38917,2607,23135,10515,0.517685400731626,0.0346790821416694,0.307748586631194,0.139873628200865
"Nonoai ","RS",303726,66196,19560,163897,54074,0.217946438566339,0.0644001501353193,0.539621237562803,0.178035466176751
"Nova Alvorada ","RS",113361,41699,5334,49713,16614,0.367842556081898,0.047053219361156,0.438537063011088,0.1465583401699
"Nova Araçá ","RS",259227,27986,143334,67435,20473,0.10795943323805,0.552928514390862,0.260138797270346,0.0789771127235975
"Nova Bassano ","RS",601776,79742,335978,145921,40135,0.132511100475925,0.55831073356199,0.242483914280397,0.0666942516816889
"Nova Boa Vista ","RS",67971,26820,9425,19910,11815,0.394580041488282,0.13866207647379,0.292919039001927,0.173824130879346
"Nova Bréscia ","RS",85129,37642,6797,22970,17720,0.442175991730198,0.0798435315814822,0.269825793795299,0.208154682893021
"Nova Candelária ","RS",102831,37509,30472,20518,14333,0.36476354406745,0.296330872985773,0.199531269753285,0.139384037887407
"Nova Esperança do Sul ","RS",112478,15132,38682,35898,22765,0.134532975337399,0.343907252973915,0.319155746012554,0.202395135048632
"Nova Hartz ","RS",555482,2767,290328,179564,82824,0.00498125951876028,0.522659600131057,0.323257999359115,0.149102941229419
"Nova Pádua ","RS",59576,23771,6303,17685,11817,0.399002954209749,0.105797636632201,0.296847723915671,0.198351685242379
"Nova Palma ","RS",191100,43617,18471,97865,31147,0.228241758241758,0.0966562009419152,0.512114076399791,0.162987964416536
"Nova Petrópolis ","RS",597170,30587,161988,314946,89649,0.0512199206256175,0.271259440360366,0.527397558484184,0.150123080529832
"Nova Prata ","RS",889201,54920,338845,387890,107547,0.0617633133565977,0.381066822911805,0.436223081170624,0.120947907166096
"Nova Ramada ","RS",95245,52384,2741,26277,13843,0.549992125570896,0.0287784135650165,0.275888498083889,0.145340962780198
"Nova Roma do Sul ","RS",147428,27155,71950,28828,19495,0.184191605393819,0.488034837344331,0.195539517595029,0.13223403966682
"Nova Santa Rita ","RS",870371,21186,257673,466580,124932,0.0243413440934958,0.296049615623682,0.536070250502372,0.14353878978045
"Novo Cabrais ","RS",79698,37988,2789,19011,19910,0.476649351301162,0.0349946046324876,0.238537980877814,0.249818063188537
"Novo Hamburgo ","RS",7114075,17667,1699197,4408266,988946,0.00248338680713937,0.238850026180494,0.619654136342392,0.139012591236387
"Novo Machado ","RS",102484,52543,3736,26933,19272,0.512694664533,0.0364544709418056,0.26280199836072,0.188048866164474
"Novo Tiradentes ","RS",42651,19461,1219,9494,12477,0.456284729549131,0.0285808070150758,0.222597359968113,0.29253710346768
"Novo Xingu ","RS",44770,21671,1778,10383,10938,0.484051820415457,0.0397140942595488,0.231918695555059,0.244315389769935
"Novo Barreiro ","RS",72296,28863,4909,19308,19215,0.399233705875844,0.0679014053336284,0.267068717494744,0.265782339271882
"Osório ","RS",1149766,24161,168381,729681,227544,0.0210138410772279,0.146448059866094,0.634634351685473,0.197904617113395
"Paim Filho ","RS",90633,38741,6243,25410,20240,0.42744916310836,0.0688821952269041,0.280361457747178,0.223318217426324
"Palmares do Sul ","RS",385763,89183,121295,121992,53293,0.23118598725124,0.314428807324705,0.316235616168477,0.138149589255579
"Palmeira das Missões ","RS",1056453,305571,99953,499454,151475,0.289242398857308,0.0946118757767738,0.472764997590996,0.143380727774922
"Palmitinho ","RS",148787,34343,28190,55313,30941,0.230819896899595,0.189465477494674,0.371759629537527,0.207954996068205
"Panambi ","RS",1463488,108609,531166,641274,182438,0.0742124294835352,0.362945237678751,0.438181932479118,0.124659717059518
"Pantano Grande ","RS",254471,70488,55445,85821,42718,0.276998164820353,0.217883373743963,0.337252574949601,0.167869816206955
"Paraí ","RS",217577,45532,59322,81518,31205,0.209268442896078,0.272648303818878,0.374662763067788,0.143420490217256
"Paraíso do Sul ","RS",136190,56781,6394,41299,31716,0.416924884352742,0.0469491152066965,0.303245465893237,0.232880534547324
"Pareci Novo ","RS",71985,19535,3965,28315,20171,0.271375981107175,0.0550809196360353,0.393345835938043,0.280211155101757
"Parobé ","RS",978779,4679,329231,422708,222161,0.00478044584119602,0.336369088425477,0.431872772096663,0.226977693636664
"Passa Sete ","RS",86575,41404,3127,16902,25142,0.47824429685244,0.0361189719896044,0.195229569737222,0.290407161420733
"Passo do Sobrado ","RS",136626,57859,16489,32796,29482,0.42348454906094,0.120687131292726,0.240042158886303,0.215786160760031
"Passo Fundo ","RS",6874094,143405,1054307,4879495,796887,0.0208616582781673,0.153373957353507,0.709838271050701,0.115926113317624
"Paulo Bento ","RS",70079,29692,14452,13520,12415,0.423693260463192,0.206224403887042,0.192925127356269,0.177157208293497
"Paverama ","RS",140351,36212,31908,39595,32636,0.25801027424101,0.227344301073737,0.282114128150138,0.232531296535116
"Pedras Altas ","RS",100133,67444,3304,12576,16809,0.673544186232311,0.0329961151668281,0.125592961361389,0.167866737239472
"Pedro Osório ","RS",118415,35441,8313,43713,30947,0.299294852848034,0.0702022547819111,0.369150867711016,0.261343579782967
"Pejuçara ","RS",188221,96615,7116,62418,22071,0.513306166687033,0.0378066209402777,0.331620807455066,0.117261092014175
"Pelotas ","RS",6729209,203216,889523,4304054,1332416,0.0301990917506055,0.132188344870846,0.639607716152077,0.198004847226472
"Picada Café ","RS",258679,6834,146195,77663,27988,0.0264188434314343,0.565159908612605,0.300229241646983,0.108195872104036
"Pinhal ","RS",61298,26053,10006,11627,13612,0.425022023557049,0.163235342099253,0.189679924304219,0.222062710039479
"Pinhal da Serra ","RS",353218,43788,277102,13932,18396,0.123968767163621,0.784507018328624,0.0394430634905356,0.0520811510172188
"Pinhal Grande ","RS",388191,66036,252765,44940,24450,0.170112135520916,0.651135652294875,0.115767753502786,0.0629844586814223
"Pinheirinho do Vale ","RS",71568,30793,3300,15659,21816,0.430262128325509,0.0461099932930919,0.218798904538341,0.304828973843058
"Pinheiro Machado ","RS",238232,44019,50183,83032,60998,0.184773666006246,0.210647604016253,0.348534201954397,0.256044528023104
"Pinto Bandeira ","RS",43597,18329,4013,8511,12743,0.420418836158451,0.0920476179553639,0.19521985457715,0.29229075395096
"Pirapó ","RS",48413,21373,1278,10520,15243,0.441472331811703,0.026397868341148,0.217297007002251,0.314853448453928
"Piratini ","RS",305520,103363,14538,102902,84718,0.338318277035873,0.0475844461901021,0.336809374181723,0.277291175700445
"Planalto ","RS",157386,27220,18994,69267,41905,0.172950580102423,0.120684177754057,0.440109031298845,0.266256210844675
"Poço das Antas ","RS",58592,14963,19159,12821,11650,0.255376160567996,0.326990032768979,0.218818268705625,0.198832605133807
"Pontão ","RS",199005,112395,11687,52224,22700,0.564784804401899,0.058727167659104,0.262425567196804,0.114067485741564
"Ponte Preta ","RS",41813,21283,1740,9140,9650,0.509004376629278,0.0416138521512448,0.218592303828953,0.230789467390524
"Portão ","RS",987869,33906,415087,399584,139293,0.0343223646050235,0.420184255199829,0.404490878851346,0.14100351362377
